0.40880,0.36100,0.20200
0.38280,0.35150,0.27850
0.44850,0.42850,0.33300
0.37940,0.36150,0.41500
0.43840,0.41000,0.38650
0.38890,0.35950,0.52500
0.35490,0.33350,0.55700
0.18780,0.19500,0.84900
0.22950,0.23550,0.81900
0.10280,0.10250,1.00000
