0.91502,0.90805,0.97004,0.92099,0.00208
0.91327,0.90625,0.96870,0.91014,0.00222
0.91595,0.90940,0.96767,0.91860,0.00267
0.91545,0.90884,0.96767,0.92546,0.00267
0.91672,0.91029,0.96752,0.92690,0.00267
